batiment_groupe_id,s_geom_groupe
24322000BC0366_f3e22de81e37f36,68
24322000BC0367_1a5673fff531f65,81
24322000BC0370_8320efa38446638,98
24322000BC0379_7cfdfa6bab977bb,293
24322000BC0380_52b2d88d262c8db,91
24322000BC0386_87b0594711ecac4,207
24322000BC0389_7a2234ffcc3f6f2,162
24322000BC0396_dfce37706421e92,134
24322000BC0397_ef12c59ac013500,90
24322000BC0403_fce70e940b7684e,109
24322000BC0410_f15faf71665d62c,106
24322000BC0411_7ba3eee9a20260e,
24322000BC0415_7a2a81ffa1dd072,93
24322000BC0417_df5ddb0f9f4c9bb,210
24322000BC0418_455d81179e0b9fe,144
24322000BC0422_3bf4257e6af6815,126
24322000BC0423_a44c022449951c3,131
24322000BC0443_895593312a81e26,1946
24322000BD0002_28d9d5681078952,97
24322000BD0009_c76e0360b497e1e,192
24322000BD0010_d5a7f958a883a1b,69
24322000BD0011_9ad321f56649ac3,54
24322000BD0014_4a71466733d5902,35
24322000BD0016_7bafc79a17b6c0b,47
24322000BD0017_478912a5ba343ef,45
24322000BD0018_d1118820c58dcad,50
24322000BD0019_440600b91530498,94
24322000BD0020_bd4e25402743408,97
24322000BD0021_e9c46f6cb995267,73
24322000BD0022_3d75491484224b4,64
24322000BD0023_c95255ea81debff,57
24322000BD0024_e8e0164424420e8,15
24322000BD0025_b3d267bc7fc3c16,60
24322000BD0026_b71935f3e5820ec,85
24322000BD0027_cf0efbfd7377ea3,70
24322000BD0028_807d714b67d4248,54
24322000BD0029_9da7246e2b772ff,58
24322000BD0031_6369a438075435b,191
24322000BD0032_0c2bacb3203ec3b,120
24322000BD0035_efd555c0ef687da,117
24322000BD0036_ae8df0a6ede6e99,86
24322000BD0037_304b28ea3f22548,80
24322000BD0039_009901d00fdd8ff,15
24322000BD0040_68fd40de0a4de24,62
24322000BD0043_a7409343114e36c,21
24322000BD0044_4d7bb5d9245cc7e,17
24322000BD0045_42a2ed2425fbe5d,69
24322000BD0046_d8ba73fc670be11,67
24322000BD0047_1ce89a8b68cc19c,68
24322000BD0048_486d10ac60ba0d8,65
24322000BD0051_fdd70dbfe04ab5e,105
24322000BD0052_9e8b8d7bacd080b,114
24322000BD0053_7aadcb4dab9d301,184
24322000BD0054_332cd2e975e72a1,93
24322000BD0055_aa74c6fc458050f,79
24322000BD0056_07139d83498cb4b,81
24322000BD0057_ce9319ece351eb5,114
24322000BD0058_23f553e4ffeb985,136
24322000BD0059_6607c449f133106,572
24322000BD0062_954239a6c393f08,97
24322000BD0063_2c13632ec3b8dc5,54
24322000BD0063_d2b4477fa713fd0,66
24322000BD0064_f30534a19b1ab20,121
24322000BD0065_97b5ad5b109f072,6151
24322000BD0066_f0ce953d92b3a51,116
24322000BD0067_539a61ecbc48daf,109
24322000BD0069_c68c1ac1f3225c5,138
24322000BD0070_38fe2452cc55c34,95
24322000BD0074_238f25667ce3b36,118
24322000BD0075_47f059621658058,131
24322000BD0077_274de98db16d91d,119
24322000BD0079_fe5b7743fbb7e3d,64
24322000BD0081_1190d1320309067,64
24322000BD0082_7f61a86cc8a417c,100
24322000BD0083_5a77c208a299143,91
24322000BD0084_233d807b0f83185,57
24322000BD0085_37223d004b7de5f,111
24322000BD0086_ef29d12652aa351,68
24322000BD0087_8529090a54bacfd,121
24322000BD0088_1e26196a48aff79,130
24322000BD0089_ddb831a444c1ad4,64
24322000BD0090_82d52f1bdc82552,55
24322000BD0097_73fc98c98ad6903,95
24322000BD0102_36e987ee3a15eec,57
24322000BD0103_663ab4b660be0ef,67
24322000BD0104_f5f76ee2ac18b93,114
24322000BD0105_386f3e39a8d19af,63
24322000BD0106_2a038595d554559,63
24322000BD0107_982f049ce999396,91
24322000BD0115_18946eb4923d03a,116
24322000BD0116_795536c1958601f,90
24322000BD0117_6eb243f5a438be3,136
24322000BD0118_ae365373b6fe3a0,47
24322000BD0119_9c98da2a1d56ac7,65
24322000BD0120_ffd22e71b98ddad,74
24322000BD0121_edfcd19bc08cb2c,139
24322000BD0122_7a8489d4facc44f,76
24322000BD0123_2e2ce2770229fe5,102
24322000BD0127_269220415972a7e,69
24322000BD0132_34e33080f348cbd,76
24322000BD0133_97c9b58c0e9c235,70
24322000BD0134_1d1f0c96cc2d62b,69
24322000BD0135_175d794516a686c,76
24322000BD0136_f883967038481ee,72
24322000BD0137_19d3c1590703df4,64
24322000BD0138_5278a3f4e02beee,68
24322000BD0139_bb3fb3f5f24ea0c,52
24322000BD0141_fff92298a0e623f,90
24322000BD0143_3cb3ac11497cc89,119
24322000BD0145_d7a55093ed12df5,67
24322000BD0147_1d93800812feead,88
24322000BD0148_5855ecfad2103c7,63
24322000BD0149_5b8d3996fafae89,94
24322000BD0150_12b438c1ab3e581,75
24322000BD0151_7e16a8327a58c61,62
24322000BD0152_9c8256a6a9466e1,111
24322000BD0153_1055dab243890e1,115
24322000BD0154_061270382966d03,67
24322000BD0155_71b5596d02c469b,65
24322000BD0156_cebfe12beea86a9,103
24322000BD0157_defc263500d231b,99
24322000BD0158_d751f2017f11fbb,126
24322000BD0159_30061028577992b,62
24322000BD0160_f281228ddce3ce8,67
24322000BD0161_e3bb1c10a38c489,106
24322000BD0162_093e0c9ac5c29ed,66
24322000BD0163_de95aac2d69d28f,113
24322000BD0164_4d816610679be0f,107
24322000BD0165_acd8cb655497abf,121
24322000BD0166_e8fbd2fb3efa15f,286
24322000BD0167_8bb6b7e82e7ed11,102
24322000BD0167_90e8d21ecc0470f,41
24322000BD0168_0b7962bbe686ec5,93
24322000BD0169_fc63d39da09cc24,92
24322000BD0170_588af2f4776edb3,93
24322000BD0171_42869262113cf8b,90
24322000BD0172_0765a186de26e4d,95
24322000BD0173_82826dab77ff84c,242
24322000BD0173_e32fe4a7c8fcc10,118
24322000BD0174_98a06876097638b,81
24322000BD0176_99a5ea17497704c,111
24322000BD0177_c0b6c82386e2be0,28
24322000BD0177_e3c3f4f348c4612,115
24322000BD0178_75848fc7f57cb52,69
24322000BD0179_3d51591db48615c,64
24322000BD0181_a84a0f481130647,84
24322000BD0182_eb27ac6156caeb5,79
24322000BD0183_689716f4ea94e2b,65
24322000BD0186_0820dc2187c6169,26
24322000BD0186_a86e58b5e69f745,65
24322000BD0187_e34b6c647b2ac04,70
24322000BD0188_dfc7704249dc0b2,106
24322000BD0189_28d50b0206b2399,101
24322000BD0193_9197a3b161ff5cf,125
24322000BD0194_df0ecd9324f24dc,68
24322000BD0195_3f4cb58d26eff93,93
24322000BD0195_489831ceed63738,30
24322000BD0197_9dea5084b0abf81,88
24322000BD0198_6b8a7edc904def9,74
24322000BD0199_4ca9702940759fc,57
24322000BD0200_0377165466ce9f4,81
24322000BD0201_86f6d809ebfd0d8,104
24322000BD0202_09c478a3044b9af,21
24322000BD0203_846c4df47eba82f,89
24322000BD0204_362d426b3f644c5,43
24322000BD0206_77030562517b893,18
24322000BD0207_898b69f9978bbe7,71
24322000BD0209_f561fe45cc47bef,75
24322000BD0210_50529b6bf4729ca,70
24322000BD0211_5348a0bf43b4c1b,89
24322000BD0212_449ac137833d7b9,91
24322000BD0213_49679ed5beb7c96,117
24322000BD0220_e374ba3ab375065,72
24322000BD0221_f0a3e5a4f5d9d7d,79
24322000BD0222_a95e0eb500517cb,61
24322000BD0223_08feb4c20cbbe90,12
24322000BD0224_0e4fe12c780c0e1,112
24322000BD0225_3651f6d99f58f30,88
24322000BD0226_7ca265a98605499,79
24322000BD0227_dcc2a3a0a64f01f,76
24322000BD0228_f121b8575730c83,95
24322000BD0229_cdf4eb6d0c9d683,66
24322000BD0230_00f3ecef9db4454,59
24322000BD0231_8b4000dc935a308,58
24322000BD0232_f86f3813efbb06f,89
24322000BD0233_e8b8b72f178fde7,61
24322000BD0234_a8a225371fc8eba,97
24322000BD0245_cc2e755157df168,96
24322000BD0246_af4e148fbd88af1,79
24322000BD0247_9efe68639fe9bd9,96
24322000BD0248_b8c6ef08bfc7a2a,82
24322000BD0249_ef1bbc862109afa,101
24322000BD0250_6c1782fe53a3708,86
24322000BD0251_87124b87e9e08d6,66
24322000BD0252_070bb418ab42764,87
24322000BD0254_3b5cc6f632e87c9,72
24322000BD0256_dcf07ee2e24250a,56
24322000BD0259_e00f082610b0eb4,80
24322000BD0260_f366e5b610ba271,1022
24322000BD0261_a86aa770e5b367a,98
24322000BD0262_5292c74789402a8,66
24322000BD0263_f785c93a5eb6c03,71
24322000BD0264_6b25998f69cf272,77
24322000BD0265_0c2049de65ad686,70
24322000BD0266_840ac2581d1f7df,26
24322000BD0267_6d7c34483882832,64
24322000BD0268_39ea76ba2619cc0,71
24322000BD0270_9bd0dcc84a7855d,71
24322000BD0272_19336aa76ff3383,60
24322000BD0273_e3c0b9fce2e02ef,100
24322000BD0274_086ddd8a70a0ad0,77
24322000BD0275_d2bc1ef5eee12d4,129
24322000BD0276_dda137f0a4bc7ff,49
24322000BD0277_9819b62582549f7,75
24322000BD0278_162b0406da8883e,82
24322000BD0280_e9f4b660dd83ee5,89
24322000BD0281_3b54de7f17fddfd,74
24322000BD0284_b5872161b5557fb,62
24322000BD0285_f4d061423c90894,113
24322000BD0288_187609a0d77cd28,162
24322000BD0291_897f6931314d2d2,979
24322000BD0293_c0c3b92b7c248f3,157
24322000BD0295_e46b86baa316c79,129
24322000BD0301_f57138c58cb2f9b,69
24322000BD0302_504aaaae3171a46,157
24322000BD0305_495bfef9c697360,104
24322000BD0306_5957503f6e4a3e0,59
24322000BD0311_de1cc7b2e89fdb5,73
24322000BD0312_53e11dcea64f283,35
24322000BD0320_1671ed2846e3a44,39
24322000BD0338_5b01c38cb382e37,5489
24322000BD0344_c72e137512d329b,291
24322000BD0345_03538a380ee66a0,93
24322000BD0351_4594ba723ba8401,97
24322000BD0357_58e6949133ef95b,107
24322000BD0362_49517ac2d31ccc1,
24322000BD0368_48dd71bdeb9e6c9,52
24322000BD0371_43d9c95db200b85,130
24322000BD0372_0ac460a9a89fca6,168
24322000BD0374_6f43f963584d81c,110
24322000BD0384_dacc1505eedbd38,52
24322000BD0385_89dd47544321bda,51
24322000BD0388_bab713f83b610e4,18
24322000BD0389_d7f7de61c7e4618,17
24322000BD0391_c2265987135043c,64
24322000BD0393_f8d5480e323807a,565
24322000BD0394_555a8300f0fb4d6,94
24322000BD0400_5cf5f97e51406d9,913
24322000BD0410_57d334ee0966014,6238
24322000BD0413_68bb62d77da03f5,15
24322000BD0414_738265808e4bfb8,17
24322000BD0415_945f7275e1ff375,15
24322000BD0416_3e43ca0ff4e7eeb,
24322000BD0417_bdcfce68c8f5a3f,
24322000BD0418_3870736273922b0,
24322000BD0419_eb4c50f36009110,22
24322000BD0423_66b3b5b591c7441,88
24322000BD0425_2ead9eec74def1f,258
24322000BD0426_34e7da7d04a2ff7,58
24322000BD0427_a58bbd47efd70ac,78
24322000BD0439_dab9b08e7266015,180
24322000BD0440_864a8b55ef1a2ac,382
24322000BD0441_56db3b1f7420374,
24322000BD0442_093e8dc59bbe965,63
24322000BD0444_129ca1728838764,183
24322000BD0445_24479550f57fb2b,89
24322000BD0445_a473bf24aa13ef4,185
24322000BD0447_b31c574a457518f,81
24322000BD0452_2845f4c9b6468be,308
24322000BD0453_dd44ae7d15dea38,392
24322000BD0454_1183b852e089d70,67
24322000BD0455_a50dd452beca16d,196
24322000BD0457_1cfde2324b385ce,139
24322000BD0458_07bdca62ee67a0d,142
24322000BD0466_1db2582e2c8a76c,88
24322000BD0467_c6aba45f35ec07d,66
24322000BD0468_4de670dafacf299,47
24322000BD0474_ae17f240d9a6313,121
24322000BD0478_bbf78a5e82b825c,115
24322000BD0480_c7a804df947b627,73
24322000BD0481_13ad1d5ed23c157,12
24322000BD0482_d5f4d9b9a017e8a,17
24322000BD0483_9f4d98ecc18b365,629
24322000BD0487_f92bd90b2d383f2,99
24322000BD0488_3442dbd7f330f48,34
24322000BD0489_2d4fc03458d1b2f,58
24322000BD0490_9cd85cbfe88c413,36
24322000BD0491_c0eafdaf1ec80b9,211
24322000BD0492_3263cb273658b59,68
24322000BD0501_ab52a63244e88cb,428
24322000BD0501_e16b1167ee9afdf,391
24322000BD0505_fc4643edaa0479d,94
24322000BD0506_48730eec2b7b6d5,95
24322000BD0507_ffaf58ab4256121,111
24322000BD0509_2e7cfe027b46739,2184
24322000BD0515_5f740f714c852f3,130
24322000BE0010_a8079929809b7f0,64
24322000BE0015_0bc11942cb4b0e4,106
24322000BE0016_057fef21f84af90,141
24322000BE0017_99fa35d9249034b,87
24322000BE0018_3a44b96d2763df5,120
24322000BE0019_0860fdb444ec91a,46
24322000BE0020_70494156813328c,48
24322000BE0021_87f2851dda485aa,116
24322000BE0022_b7fb449a57c635b,128
24322000BE0023_b5e6a0597689560,83
24322000BE0024_73e5721f9e6b13e,97
24322000BE0025_c1f97dd6f831566,1421
24322000BE0030_059edf94f99b591,118
24322000BE0031_8f2330f02684bcf,63
24322000BE0032_3005dc1f154260f,63
24322000BE0033_5472c966fba4d47,92
24322000BE0034_7eb98b0aeff826f,96
24322000BE0035_bf390ea72da684b,78
24322000BE0036_c2bb9dd6f6bb238,86
24322000BE0037_bb73c5e193e9b61,93
24322000BE0038_03fa25eb75e8ad8,77
24322000BE0039_fa1e62a4bdd28df,92
24322000BE0040_b2ee57d202b309f,173
24322000BE0042_af8fbf634e7e5ea,65
24322000BE0043_2f532f20e5875df,81
24322000BE0044_9477ebc7eeab282,14
24322000BE0045_ad614b479db2aae,129
24322000BE0046_5a0894bb9986edc,31
24322000BE0047_6bb6c9bada80b66,73
24322000BE0048_7a557d79c4cfb0a,79
24322000BE0049_c0669f629a4a97e,108
24322000BE0050_99951efb2d0425a,66
24322000BE0051_cb1806c792274ad,100
24322000BE0053_0e4b905b88db4e9,59
24322000BE0054_47313a7265c3968,85
24322000BE0055_48f6a844838c619,90
24322000BE0058_ca6792ea5b96986,87
24322000BE0059_81d595fc188c782,112
24322000BE0060_80fb042f0c394ef,1478
24322000BE0061_33b55a668574fbc,130
24322000BE0062_b69e4231d12d234,58
24322000BE0063_72f16278be2c5d7,82
24322000BE0064_5480baca7af4bea,29
24322000BE0064_b2f6ff8896a1074,73
24322000BE0065_7f54225530a3c89,142
24322000BE0067_98a3fc900e7ff22,120
24322000BE0068_572a28fb5dd25f2,76
24322000BE0071_5960b3ab82e666d,149
24322000BE0072_6596da5b308b12d,58
24322000BE0074_a4b3511e2455937,90
24322000BE0075_edba73ab7a4452f,85
24322000BE0076_3ad175c77478b46,84
24322000BE0077_c5cdff71cc4b5ee,134
24322000BE0078_1df51ec5c4a8718,116
24322000BE0080_0309c810d1265f7,98
24322000BE0081_e5dc80edd54ebdc,71
24322000BE0082_2e02fe5ae0b7f2d,95
24322000BE0083_8afd608117810e4,110
24322000BE0084_8f888c26fba7160,81
24322000BE0085_e4a2f6cbd0a1000,116
24322000BE0086_a49155dcb7afaad,90
24322000BE0087_9db241800333eae,72
24322000BE0088_1a3c1fce7727439,69
24322000BE0089_9336be17900786e,59
24322000BE0090_8f4a18b12838327,84
24322000BE0091_179bf7792b281f5,95
24322000BE0092_35657d40babeb47,86
24322000BE0095_45a5e39099bf5a6,90
24322000BE0096_4b659d87e78ee6d,61
24322000BE0097_d90468e6bbe8cda,70
24322000BE0100_859e8ada833956f,98
24322000BE0101_3baebe88a403f7a,81
24322000BE0102_84d861d18c61f3f,64
24322000BE0103_69494fcbb542f27,63
24322000BE0104_d64b3cfbeb957e6,65
24322000BE0105_6184112b885d7e9,110
24322000BE0106_ffdbb136437a897,78
24322000BE0107_529269430a13024,80
24322000BE0108_c11d1b9d112a1cb,87
24322000BE0110_3edd09140e685c7,71
24322000BE0111_bbd1cab5c9a66e0,81
24322000BE0112_6d93ebc79704b67,57
24322000BE0113_c538496594a7b18,124
24322000BE0114_9263d486ed1746a,113
24322000BE0118_c125550c49f567a,11
24322000BE0122_223f4c6afa65119,60
24322000BE0124_db30fa14102ad8b,69
24322000BE0125_7bdfb56131fcdbc,32
24322000BE0126_2e7c64ee8288eca,23
24322000BE0128_69be3cdf86f845f,90
24322000BE0129_8aefb1717a7dcc4,15
24322000BE0130_61754aafd87c676,254
24322000BE0136_b4fe02e999a77fd,16
24322000BE0139_19e86a8edcf15d4,8
24322000BE0146_54d090343bb18ce,52
24322000BE0147_43ab218262d605d,164
24322000BE0149_4218cb41e9318d9,72
24322000BE0150_0510cf1d9367e86,129
24322000BE0151_1b9e60b2f9c30b4,59
24322000BE0154_f010b4795905f8c,72
24322000BE0156_f87c168d0faf0b0,100
24322000BE0157_12fef45f9c9fdde,126
24322000BE0158_8986d699b0268f3,98
24322000BE0160_9e7d9531651b9d4,75
24322000BE0161_89366747ca58191,164
24322000BE0161_b8439fd6765be2a,179
24322000BE0162_90bdbc71ba87b55,304
24322000BE0163_8c8d5e366c951cf,133
24322000BE0164_1e72b8b8125836b,84
24322000BE0167_97326ff88f58ab0,91
24322000BE0168_a509353a494f7f8,126
24322000BE0169_3d044512e28c837,138
24322000BE0170_999fa29e3e1d1c8,118
24322000BE0171_e74417c35389f84,112
24322000BE0172_3330f7be6aa83fa,106
24322000BE0173_dd3ec3d281e47d0,74
24322000BE0174_04f44de134fecef,87
24322000BE0174_60981078aefc926,52
24322000BE0175_5cd5b920a0901dc,96
24322000BE0176_6bc0dcd44f5cdee,78
24322000BE0177_2cf0b077da7860b,74
24322000BE0178_7eb6b1474e3c639,111
24322000BE0179_c7e82cb51bcd73a,90
24322000BE0180_39008de43fb14f9,96
24322000BE0181_47f2dc969ef72ac,90
24322000BE0187_cfeabe15c4e29c8,154
24322000BE0190_377e7473796a459,80
24322000BE0193_4fc61fde96ae640,80
24322000BE0194_c138f9a54c671f8,146
24322000BE0195_c188818733359fd,242
24322000BE0195_e1dc2fd37abc488,71
24322000BE0196_158b69537d15e89,189
24322000BE0196_e68f16323e7340b,103
24322000BE0197_068b359630fd98c,96
24322000BE0198_4738b0171b47434,154
24322000BE0199_39c6c2a223d01ba,111
24322000BE0200_c03ade061c4ce72,88
24322000BE0201_4b788f75e0bb8d8,86
24322000BE0204_4b6cd720c4cd170,96
24322000BE0205_d92e0ff50c9fb78,87
24322000BE0206_917700f2383f830,108
24322000BE0208_89e54648ebe9c62,64
24322000BE0209_0c56e84bc53cf99,133
24322000BE0211_b429c27c4ccd87f,65
24322000BE0212_9ea9fb8193707fc,191
24322000BE0213_9b4c95f34c533fd,170
24322000BE0214_5e51794eecb675e,75
24322000BE0215_95d424a7e3765c9,83
24322000BE0216_67ad5b18acb5423,75
24322000BE0217_261df2a06fe7275,77
24322000BE0218_9a2f919bfbe2ae7,96
24322000BE0219_024daf39f4f51d5,97
24322000BE0221_3006dfcb6da66e1,71
24322000BE0222_5e29da492f9662f,69
24322000BE0223_e494d1c431c2c11,65
24322000BE0230_2dbe8f5157b08c4,125
24322000BE0231_adb0b31ae824234,86
24322000BE0232_5590332c7ae07dd,29
24322000BE0235_97d3ed570419c2b,82
24322000BE0236_867d78eb05fc296,51
24322000BE0237_39aa4620bad36ba,85
24322000BE0240_acafbe606180a5f,85
24322000BE0241_c286beb8147beee,75
24322000BE0242_c1deb856a532e9b,87
24322000BE0243_5f369f12ea9b260,144
24322000BE0244_2f87bb636c080c7,46
24322000BE0245_0cda72230c308c3,73
24322000BE0249_1ae0d7a2e71843a,16
24322000BE0250_f82212e5a554a59,98
24322000BE0251_c6c873c853a9105,80
24322000BE0253_21a897e0a02f0d3,87
24322000BE0254_e3f98e5e72c6471,87
24322000BE0255_a034319a1eb953e,110
24322000BE0257_27f6d48a0ef77a5,148
24322000BE0258_8e1d2dc76049384,53
24322000BE0259_e2f35658237fa22,48
24322000BE0260_7a147e0503b13c5,69
24322000BE0261_1b5b26bdf08c596,85
24322000BE0262_cba67609aef3eeb,132
24322000BE0264_abbaf89bad76e5e,16
24322000BE0265_cc3954f11a9800f,80
24322000BE0266_95bf0c0507b37fa,325
24322000BE0266_e9cdb1d997e302e,113
24322000BE0268_fb44b6a45f19a8e,145
24322000BE0269_bc12078be74a7a6,94
24322000BE0270_462351642d1a332,86
24322000BE0271_df35fd1ce943026,83
24322000BE0272_5a45d0e390d9c35,102
24322000BE0273_b2b23b334a4b7cb,82
24322000BE0274_5611542598527fe,82
24322000BE0275_8dca9cb367f1d5c,76
24322000BE0276_0acb4d40416a3bb,83
24322000BE0277_5782743fbebcbac,35
24322000BE0278_ea49cb18251b9c4,88
24322000BE0279_13826855737ae28,57
24322000BE0280_5bc40c1be352647,109
24322000BE0284_6dc0c8a55de87d2,530
24322000BE0291_138234749a6ecf0,90
24322000BE0292_15f954f7698345f,97
24322000BE0293_1a2aa0e5f36e2b6,91
24322000BE0294_eeec988c80d75b3,114
24322000BE0295_612bdd826af9b5b,81
24322000BE0296_b14e8f8244c50d2,137
24322000BE0301_28b0e94a794723c,108
24322000BE0302_18f60bdb9bd3a01,79
24322000BE0306_5f7eab1152966b0,18
24322000BE0315_94090078f004802,122
24322000BE0327_398507bbc626d00,66
24322000BE0331_bef8a1887d877ec,1073
24322000BE0337_1e221ab68f4e0f2,59
24322000BE0338_d7d9ecec8589cb9,30
24322000BE0340_db698af261562e6,63
24322000BE0341_96d4fe64460193e,239
24322000BE0342_4eed60674ab7bad,86
24322000BE0348_3ef8aa58bdceae0,15
24322000BE0350_e82b7d10179555a,66
24322000BE0363_7a1a36a79ee65ac,180
24322000BE0367_766f5b477ee42c8,89
24322000BE0377_aa764e3b656d460,55
24322000BE0380_75aad25bf2500b7,86
24322000BE0381_949bb0c50bc97d7,85
24322000BE0384_68ffb09abe0f906,139
24322000BE0391_adbb189688731bc,240
24322000BE0393_c371727aa7bbe6e,143
24322000BE0395_312335d72ebe3a4,1158
24322000BE0407_964900fea676555,98
24322000BE0408_45b85967ed6b10b,64
24322000BE0409_5d43a1d69ade5d8,161
24322000BE0409_97ad67eceb87bfc,100
24322000BE0413_216edcec6cc3e88,98
24322000BE0415_70632f3f25d2d28,65
24322000BE0423_d305eb4ba42118e,192
24322000BE0424_6c86b47b20a9086,176
24322000BE0425_fb15ebe6c5b0a92,95
24322000BH0001_18a35eb464feb64,142
24322000BH0002_a15384b3aef2886,136
24322000BH0002_bad6d490bd2b982,31
24322000BH0003_76eca8388a3ab45,104
24322000BH0004_85bec55de544b44,97
24322000BH0005_d13852d44d1ca32,64
24322000BH0006_dda6dfdd7bd7b26,110
24322000BH0009_fad078a6e564000,42
24322000BH0010_6ddd8f394866805,114
24322000BH0011_1846bbd5899136b,60
24322000BH0013_6a6c655b589685a,93
24322000BH0016_ec3cace61129b69,105
24322000BH0018_3442ec2a84ce76f,102
24322000BH0020_7a15d499fae1427,171
24322000BH0021_1288cf21d6ca1c0,441
24322000BH0022_41a5348b66fd24f,132
24322000BH0023_2c42663f1dda158,111
24322000BH0024_d648f5bec96c96e,86
24322000BH0025_d65313067b70a6d,101
24322000BH0026_bc2f8e16c55c438,90
24322000BH0027_e6286f6366a22a8,105
24322000BH0028_00b037f579917f9,84
24322000BH0029_659c10716bf8b81,117
24322000BH0030_1bce5c69f85f9b8,112
24322000BH0031_754e72568aef613,60
24322000BH0032_d0c99b37fde1433,136
24322000BH0033_d6afa4f874f39d9,399
24322000BH0033_e378d94029f89d2,420
24322000BH0034_6f0ff6f040d3404,121
24322000BH0035_04bbab7b80f8374,81
24322000BH0036_61f305dd59d3750,110
24322000BH0037_92dfe094dbaa795,395
24322000BH0040_cdba99573a0784e,124
24322000BH0041_30c9e40fb31873b,68
24322000BH0042_57ca52ed5e024fa,106
24322000BH0044_1492f560af11c1c,83
24322000BH0045_7ffa49d58d96e5a,136
24322000BH0046_9b7bb547d2baccd,168
24322000BH0047_9e1e3abf7097fec,71
24322000BH0048_7ea5c2be9f1a8f5,99
24322000BH0050_925eb75f28a05b9,43
24322000BH0051_7f24857ba78c965,124
24322000BH0052_a4bc69635b1f28b,76
24322000BH0053_0e031ebf4efc0f8,10
24322000BH0054_7be4f5bc9912dac,107
24322000BH0055_c49427beb97ff68,17
24322000BH0056_e5d24b16c7ef891,66
24322000BH0057_83c3ef684edb38b,21
24322000BH0058_8f4e64452668e23,76
24322000BH0059_db7fc7a7955aa19,77
24322000BH0060_dd6d4f042531dea,2036
24322000BH0077_23ca8d312d65e9c,150
24322000BH0078_cbb3e97e3d2e26e,101
24322000BH0080_d1cb46d277bdb12,60
24322000BH0081_30fcb0c1e8fa688,301
24322000BH0082_069f7d4a5cf2fcb,77
24322000BH0083_9ac94c2e55196ec,129
24322000BH0083_d6301044c75dca0,70
24322000BH0084_c4c07d706c32b41,104
24322000BH0085_cd1bec64b96a89f,56
24322000BH0086_5b6875886154f50,60
24322000BH0087_4c9433f73f6dc81,103
24322000BH0088_91d3be15ed053f2,48
24322000BH0089_fc5264362dd9f94,49
24322000BH0090_945cffaac80b660,44
24322000BH0091_78deb758ce083f4,64
24322000BH0092_0f735caf9c7420e,45
24322000BH0093_4d5ad0c7ddbe027,95
24322000BH0096_51a64e86d557091,111
24322000BH0098_60fd041bc144995,1623
24322000BH0099_4f98d29cb61ef6e,71
24322000BH0100_0b7a8c4bb492b85,59
24322000BH0101_1d7ad6af0736420,123
24322000BH0104_2c04dfa640ab357,76
24322000BH0105_139e1d35b6f93aa,75
24322000BH0109_165c5758c75522f,76
24322000BH0110_1237298cf42ece4,122
24322000BH0111_127091d3fc7ebc1,82
24322000BH0112_36a9625d01d3531,86
24322000BH0113_b6a04300625004f,91
24322000BH0114_e8f3eda73480238,109
24322000BH0115_ec1e32b61bf9f4e,125
24322000BH0116_9357cc118a24428,106
24322000BH0117_c02bfb657d709ec,110
24322000BH0120_87a60b1e8214175,73
24322000BH0121_6836449bc5ef673,66
24322000BH0122_442c784a115f4c3,118
24322000BH0123_180969bf3fe06c5,102
24322000BH0124_428c93de9993ec7,91
24322000BH0125_b7271e0eac7279f,78
24322000BH0128_ebb575dab4b391f,87
24322000BH0129_1deb1fbb61a5571,97
24322000BH0130_9b06d24e782149d,361
24322000BH0131_b60a248cc5ce4f3,111
24322000BH0132_beea47159a51cf1,72
24322000BH0133_06e32a011c9eb5e,128
24322000BH0134_2e00fe5d8a40176,45
24322000BH0135_cc17485533c61a0,67
24322000BH0136_f1a6d7f607d78dd,98
24322000BH0137_6c86b8af0b772bb,76
24322000BH0138_0ce7de10b361b55,92
24322000BH0140_2d514c3020f44bd,82
24322000BH0141_e5653dc6cfc1abe,33
24322000BH0144_65ba60abaa6f51a,57
24322000BH0145_436428f881fb4ff,78
24322000BH0146_05f526a13ce6d90,69
24322000BH0147_9d67f5f151c7d2f,366
24322000BH0148_68e3273b9e3861f,227
24322000BH0148_bf98db114a86254,290
24322000BH0149_59547e6c0265a44,133
24322000BH0150_31e4e44407cac11,20
24322000BH0151_e3a462bf7369660,99
24322000BH0152_dccf9c2fed10449,79
24322000BH0153_f6f0115b96eb337,103
24322000BH0156_9ea87b02d99a832,96
24322000BH0157_9af67be52c2bb50,54
24322000BH0158_39270eb495d0348,78
24322000BH0159_0d1e0b1be42da5d,74
24322000BH0160_7c16d09e2a4a22b,91
24322000BH0161_88bdcae22a75e9e,107
24322000BH0162_e41d16b27cd264b,86
24322000BH0163_8ad69cff8f7246b,94
24322000BH0164_d47970f26f96319,103
24322000BH0166_61683cfd5dc955e,74
24322000BH0167_90db97f3427c4c0,89
24322000BH0168_778b1db69aaf4b1,104
24322000BH0169_0f41ebe5ab6cf08,759
24322000BH0169_7e71c703ee0a413,361
24322000BH0172_19e1aba22860c94,100
24322000BH0173_6971469dd71f6c6,99
24322000BH0177_2f1c2307f2fa252,66
24322000BH0178_eb29e4d5d18bf99,429
24322000BH0179_3c7e0d6264f59f5,1170
24322000BH0185_365b2e4356246e4,74
24322000BH0188_329f00de9bb6a45,19
24322000BH0195_726c1a228c868db,14
